Doc ID	Doc Type	Score	Len Chars	Len Words	Len Sents	Sents Len Chars	Sents Len Words
1206	1	11	2813	36	555	77.2222222222	15.4166666667
1207	1	8	2617	26	528	99.7307692308	20.3076923077
1208	1	7	1177	12	260	97.25	21.6666666667
1209	1	8	1780	26	361	67.5384615385	13.8846153846
1210	1	8	2240	28	471	79.0357142857	16.8214285714
1211	1	9	2335	27	459	85.5555555556	17.0
1212	1	9	2379	24	482	98.2083333333	20.0833333333
1213	1	8	2136	24	414	88.0833333333	17.25
1214	1	10	2765	47	554	57.8723404255	11.7872340426
1215	1	8	2454	20	576	121.8	28.8
1216	1	9	1987	19	391	103.684210526	20.5789473684
1217	1	4	489	6	106	80.6666666667	17.6666666667
1218	1	9	2690	33	538	80.5757575758	16.303030303
1219	1	8	1749	19	372	91.1578947368	19.5789473684
1220	1	10	2638	37	526	70.3513513514	14.2162162162
1221	1	10	2800	27	546	102.777777778	20.2222222222
1222	1	6	969	15	216	63.7333333333	14.4
1223	1	9	2448	27	473	89.7407407407	17.5185185185
1224	1	9	2504	26	517	95.3846153846	19.8846153846
1225	1	8	1988	27	409	72.7037037037	15.1481481481
1226	1	8	2434	27	490	89.2222222222	18.1481481481
1227	1	8	1014	15	202	66.7333333333	13.4666666667
1228	1	8	1302	12	275	107.666666667	22.9166666667
1229	1	8	2351	33	498	70.303030303	15.0909090909
1230	1	10	2555	32	534	78.90625	16.6875
1231	1	6	931	9	188	102.666666667	20.8888888889
1232	1	10	2124	25	403	84.04	16.12
1233	1	9	2661	40	540	65.575	13.5
1234	1	8	2223	29	473	75.724137931	16.3103448276
1236	1	10	1894	21	389	89.2857142857	18.5238095238
1237	1	11	2937	37	608	78.4054054054	16.4324324324
1238	1	10	1829	26	366	69.4230769231	14.0769230769
1239	1	11	2825	31	636	90.1935483871	20.5161290323
1240	1	10	2360	30	505	77.7333333333	16.8333333333
1241	1	9	1808	27	393	66.037037037	14.5555555556
1242	1	8	1414	24	288	58.0	12.0
1243	1	9	1627	16	346	100.8125	21.625
1244	1	8	2769	26	594	105.576923077	22.8461538462
1245	1	10	2091	26	438	79.5384615385	16.8461538462
1246	1	7	1637	27	356	59.7037037037	13.1851851852
1247	1	8	1243	12	257	102.75	21.4166666667
1248	1	8	2160	24	437	89.0833333333	18.2083333333
1249	1	10	3507	53	765	65.2641509434	14.4339622642
1250	1	12	4533	51	915	87.9803921569	17.9411764706
1251	1	8	2338	34	501	67.8235294118	14.7352941176
1252	1	11	2202	46	481	46.9130434783	10.4565217391
1253	1	4	492	2	101	246.0	50.5
1254	1	8	2068	25	416	81.8	16.64
1255	1	11	3224	38	667	83.8947368421	17.5526315789
1256	1	8	2265	32	487	69.875	15.21875
1257	1	9	2575	36	534	70.5833333333	14.8333333333
1258	1	12	2790	33	574	83.6060606061	17.3939393939
1259	1	10	2137	28	451	75.3928571429	16.1071428571
1260	1	8	1668	21	364	78.5238095238	17.3333333333
1261	1	9	2064	24	431	85.0833333333	17.9583333333
1262	1	8	2074	26	444	78.8461538462	17.0769230769
1263	1	9	1869	20	391	92.55	19.55
1264	1	9	2072	24	416	85.4166666667	17.3333333333
1265	1	10	2068	30	433	68.0	14.4333333333
1266	1	8	1533	18	326	84.2777777778	18.1111111111
1267	1	8	1843	27	370	67.3333333333	13.7037037037
1268	1	8	1698	21	352	79.9523809524	16.7619047619
1269	1	11	2530	28	489	89.4285714286	17.4642857143
1270	1	10	1499	16	312	92.8125	19.5
1271	1	8	1794	29	352	60.9310344828	12.1379310345
1272	1	9	2146	29	466	73.0689655172	16.0689655172
1273	1	10	2440	25	511	96.72	20.44
1274	1	6	734	15	164	48.0666666667	10.9333333333
1275	1	7	1933	25	407	76.4	16.28
1276	1	8	1678	21	358	79.0	17.0476190476
1277	1	7	1447	21	295	68.0	14.0476190476
1278	1	8	1357	14	280	96.0714285714	20.0
1279	1	9	1968	23	402	84.6956521739	17.4782608696
1280	1	6	1262	12	268	104.333333333	22.3333333333
1281	1	8	1459	19	299	75.8947368421	15.7368421053
1282	1	10	2678	33	558	80.2121212121	16.9090909091
1283	1	10	2019	26	417	76.7692307692	16.0384615385
1284	1	8	2127	28	448	75.0	16.0
1285	1	8	1566	29	330	53.0689655172	11.3793103448
1286	1	8	1144	14	225	80.8571428571	16.0714285714
1287	1	10	2028	24	409	83.5833333333	17.0416666667
1288	1	10	2888	27	581	106.037037037	21.5185185185
1289	1	7	1480	17	305	86.1764705882	17.9411764706
1290	1	8	1952	33	403	58.2121212121	12.2121212121
1291	1	8	1665	25	353	65.68	14.12
1292	1	8	1710	24	369	70.3333333333	15.375
1293	1	7	1403	17	287	81.6470588235	16.8823529412
1294	1	9	2932	35	640	82.8571428571	18.2857142857
1295	1	4	442	7	89	62.4285714286	12.7142857143
1296	1	9	2509	14	497	178.357142857	35.5
1297	1	8	1588	23	307	68.1304347826	13.347826087
1298	1	7	1363	17	293	79.2941176471	17.2352941176
1299	1	11	2867	33	600	85.9696969697	18.1818181818
1300	1	7	1837	34	387	53.0882352941	11.3823529412
1301	1	8	1613	16	303	99.9375	18.9375
1302	1	10	2092	29	444	71.2068965517	15.3103448276
1303	1	7	1744	18	356	96.0	19.7777777778
1304	1	11	3032	37	558	81.0	15.0810810811
1305	1	11	2513	37	530	67.0	14.3243243243
1306	1	8	2150	24	447	88.7083333333	18.625
1307	1	9	2078	24	417	85.6666666667	17.375
1308	1	9	2072	23	421	89.1739130435	18.3043478261
1309	1	8	2473	22	540	111.5	24.5454545455
1310	1	7	1579	13	328	120.769230769	25.2307692308
1311	1	10	2258	22	463	101.727272727	21.0454545455
1312	1	9	2203	31	461	70.0967741935	14.8709677419
1313	1	8	1611	20	335	79.65	16.75
1314	1	10	3306	36	664	90.8888888889	18.4444444444
1315	1	9	3246	35	700	91.9714285714	20.0
1316	1	9	1788	23	358	76.7826086957	15.5652173913
1317	1	8	2073	22	435	93.3181818182	19.7727272727
1318	1	8	1979	24	418	81.5416666667	17.4166666667
1319	1	9	2218	23	488	95.5217391304	21.2173913043
1320	1	11	3382	40	690	83.6	17.25
1321	1	9	3351	37	689	89.6216216216	18.6216216216
1322	1	9	1888	22	400	84.9545454545	18.1818181818
1323	1	8	1552	13	311	118.538461538	23.9230769231
1324	1	8	2069	22	423	93.1363636364	19.2272727273
1325	1	10	3051	50	643	60.1	12.86
1326	1	8	2174	37	511	57.8918918919	13.8108108108
1327	1	11	2947	31	628	94.1935483871	20.2580645161
1328	1	8	2397	30	495	78.9666666667	16.5
1329	1	7	1579	22	312	70.8636363636	14.1818181818
1330	1	8	2340	29	486	79.7586206897	16.7586206897
1331	1	9	3272	39	667	82.9487179487	17.1025641026
1332	1	9	2164	26	444	82.3076923077	17.0769230769
1333	1	8	1942	29	422	66.0344827586	14.5517241379
1334	1	8	1211	13	258	92.3076923077	19.8461538462
1335	1	7	1111	11	232	100.181818182	21.0909090909
1336	1	10	3307	47	697	69.4255319149	14.829787234
1337	1	8	898	15	194	59.0	12.9333333333
1338	1	9	3132	29	612	107.068965517	21.1034482759
1339	1	8	1845	10	408	183.7	40.8
1340	1	8	1885	25	363	74.48	14.52
1341	1	10	3091	34	623	89.9705882353	18.3235294118
1342	1	8	1702	15	349	112.6	23.2666666667
1343	1	8	1908	25	375	75.4	15.0
1344	1	8	1971	26	411	74.8846153846	15.8076923077
1345	1	8	2277	27	439	83.4074074074	16.2592592593
1346	1	8	1538	11	306	139.0	27.8181818182
1347	1	8	1270	13	262	96.8461538462	20.1538461538
1348	1	7	1074	18	223	58.7777777778	12.3888888889
1349	1	11	2682	28	528	94.8571428571	18.8571428571
1350	1	10	2759	27	541	101.222222222	20.037037037
1351	1	9	1995	38	433	51.5526315789	11.3947368421
1352	1	8	2054	20	385	101.8	19.25
1353	1	10	2307	25	477	91.36	19.08
1354	1	8	1500	16	291	92.875	18.1875
1355	1	8	2082	19	426	108.684210526	22.4210526316
1356	1	8	1511	26	313	57.1538461538	12.0384615385
1357	1	8	2208	35	462	62.1428571429	13.2
1358	1	11	2740	32	582	84.6875	18.1875
1359	1	11	2647	33	559	79.2727272727	16.9393939394
1360	1	8	2192	25	418	86.76	16.72
1361	1	10	2697	33	549	80.8181818182	16.6363636364
1362	1	9	2459	29	485	83.8620689655	16.724137931
1363	1	8	2252	36	475	61.6111111111	13.1944444444
1364	1	9	2503	22	485	112.863636364	22.0454545455
1365	1	8	1556	20	323	76.9	16.15
1366	1	8	1906	19	394	99.4210526316	20.7368421053
1367	1	6	540	5	113	107.4	22.6
1368	1	7	1537	11	306	138.909090909	27.8181818182
1369	1	9	2204	29	470	75.0689655172	16.2068965517
1370	1	9	2164	23	450	93.1739130435	19.5652173913
1371	1	12	3026	34	620	88.0588235294	18.2352941176
1372	1	8	1913	21	381	90.1904761905	18.1428571429
1373	1	8	1842	20	365	91.2	18.25
1374	1	10	2061	25	437	81.52	17.48
1375	1	10	2436	31	536	77.6129032258	17.2903225806
1376	1	8	1350	12	274	111.666666667	22.8333333333
1377	1	8	1281	21	278	60.0476190476	13.2380952381
1378	1	9	2907	37	625	77.6216216216	16.8918918919
1379	1	10	2287	20	450	113.45	22.5
1380	1	12	2870	32	587	88.8125	18.34375
1381	1	8	1381	16	286	85.4375	17.875
1382	1	10	2386	24	500	98.5	20.8333333333
1383	1	9	2362	25	503	93.6	20.12
1384	1	10	2180	28	454	76.9642857143	16.2142857143
1385	1	9	2797	26	545	106.653846154	20.9615384615
1386	1	9	1830	25	383	72.4	15.32
1387	1	7	1634	18	317	89.8333333333	17.6111111111
1388	1	8	1819	33	369	54.1818181818	11.1818181818
1389	1	8	2870	38	587	74.5789473684	15.4473684211
1390	1	8	1871	19	411	97.6315789474	21.6315789474
1391	1	8	1889	26	385	71.7307692308	14.8076923077
1392	1	5	2058	27	430	75.2962962963	15.9259259259
1393	1	11	3536	30	736	117.033333333	24.5333333333
1394	1	6	1333	24	278	54.625	11.5833333333
1395	1	9	2219	26	448	84.4230769231	17.2307692308
1396	1	9	1570	16	311	97.25	19.4375
1397	1	7	1111	12	257	91.75	21.4166666667
1398	1	9	2356	38	511	61.0263157895	13.4473684211
1399	1	8	2356	23	499	101.52173913	21.6956521739
1400	1	9	2170	25	465	85.88	18.6
1401	1	10	2710	32	589	83.75	18.40625
1402	1	9	1437	22	293	64.4090909091	13.3181818182
1403	1	11	1884	31	419	59.8387096774	13.5161290323
1404	1	10	2969	35	575	83.8571428571	16.4285714286
1405	1	9	2186	20	474	108.4	23.7
1406	1	9	2308	19	434	120.526315789	22.8421052632
1407	1	10	1757	30	368	57.6333333333	12.2666666667
1408	1	8	1959	30	388	64.4	12.9333333333
1409	1	9	1848	20	379	91.5	18.95
1410	1	7	1376	14	272	97.4285714286	19.4285714286
1411	1	11	2791	35	596	78.8571428571	17.0285714286
1412	1	10	2180	28	445	76.8928571429	15.8928571429
1413	1	9	2024	33	440	60.3939393939	13.3333333333
1414	1	8	1442	18	297	79.2222222222	16.5
1415	1	12	3788	38	757	98.7631578947	19.9210526316
1416	1	8	1318	12	269	109.0	22.4166666667
1417	1	10	2660	38	532	69.0526315789	14.0
1418	1	8	2022	39	453	50.8974358974	11.6153846154
1419	1	10	2441	19	475	127.578947368	25.0
1420	1	8	1901	19	394	99.1578947368	20.7368421053
1421	1	6	1019	13	222	77.5384615385	17.0769230769
1422	1	8	3111	49	662	62.5306122449	13.5102040816
1423	1	8	2064	24	435	85.0833333333	18.125
1424	1	10	2510	30	503	82.7333333333	16.7666666667
1425	1	8	1412	18	287	77.5555555556	15.9444444444
1426	1	10	1962	9	395	217.111111111	43.8888888889
1427	1	11	2895	30	584	95.5666666667	19.4666666667
1428	1	6	996	12	208	82.1666666667	17.3333333333
1429	1	7	1163	14	250	82.2142857143	17.8571428571
1430	1	8	1391	17	278	80.9411764706	16.3529411765
1431	1	6	896	9	159	98.7777777778	17.6666666667
1432	1	8	2084	19	426	108.789473684	22.4210526316
1433	1	8	2470	16	480	153.5	30.0
1434	1	9	2236	32	478	68.9375	14.9375
1435	1	10	2417	27	491	88.5925925926	18.1851851852
1436	1	8	2101	24	439	86.6666666667	18.2916666667
1437	1	8	1410	13	297	107.615384615	22.8461538462
1438	1	9	1855	20	378	91.85	18.9
1439	1	10	2331	27	483	85.3703703704	17.8888888889
1440	1	10	3013	33	625	90.3636363636	18.9393939394
1441	1	8	1425	17	296	82.8823529412	17.4117647059
1442	1	6	950	9	208	104.777777778	23.1111111111
1443	1	12	3713	32	688	115.09375	21.5
1444	1	10	1898	23	377	81.6086956522	16.3913043478
1445	1	8	1742	23	348	74.8260869565	15.1304347826
1446	1	10	2237	23	440	96.3043478261	19.1304347826
1447	1	12	3198	24	602	132.333333333	25.0833333333
1448	1	9	1854	20	360	91.8	18.0
1449	1	9	2286	27	442	83.7407407407	16.3703703704
1450	1	10	2191	22	435	98.6818181818	19.7727272727
1451	1	9	2378	31	502	75.7741935484	16.1935483871
1452	1	12	3270	36	648	89.9444444444	18.0
1453	1	9	2329	33	488	69.6666666667	14.7878787879
1454	1	11	2989	36	585	82.0833333333	16.25
1455	1	8	1753	26	380	66.5	14.6153846154
1456	1	10	3515	40	753	86.925	18.825
1457	1	7	1294	14	274	91.5714285714	19.5714285714
1458	1	9	1921	22	356	86.4545454545	16.1818181818
1459	1	8	1838	22	390	82.6363636364	17.7272727273
1460	1	10	2354	25	476	93.24	19.04
1461	1	6	1123	14	224	79.3571428571	16.0
1462	1	7	721	12	140	59.25	11.6666666667
1463	1	8	1009	17	223	58.4705882353	13.1176470588
1464	1	10	3397	28	732	120.428571429	26.1428571429
1465	1	8	1781	27	372	65.037037037	13.7777777778
1466	1	8	1233	21	263	57.8095238095	12.5238095238
1467	1	10	2452	24	484	101.25	20.1666666667
1468	1	9	1825	31	379	57.935483871	12.2258064516
1469	1	8	2788	33	561	83.5454545455	17.0
1470	1	10	2372	24	465	97.9166666667	19.375
1471	1	8	1838	27	386	67.1111111111	14.2962962963
1472	1	8	1440	12	298	119.083333333	24.8333333333
1473	1	6	991	9	220	109.333333333	24.4444444444
1474	1	4	482	5	96	95.8	19.2
1475	1	8	1960	18	383	108.0	21.2777777778
1476	1	9	1991	24	393	82.0416666667	16.375
1477	1	6	1100	6	239	182.666666667	39.8333333333
1478	1	9	1923	25	395	76.0	15.8
1479	1	7	1451	14	303	102.785714286	21.6428571429
1480	1	9	2116	21	452	99.8571428571	21.5238095238
1481	1	7	1259	13	274	95.9230769231	21.0769230769
1482	1	7	1167	10	240	115.8	24.0
1483	1	6	698	9	145	76.7777777778	16.1111111111
1484	1	9	2130	23	440	91.6956521739	19.1304347826
1485	1	9	1666	13	342	127.307692308	26.3076923077
1486	1	8	1638	28	371	57.5714285714	13.25
1487	1	8	1662	21	372	78.2380952381	17.7142857143
1488	1	8	2158	15	406	143.0	27.0666666667
1489	1	9	2460	32	518	75.9375	16.1875
1490	1	6	913	10	202	90.5	20.2
1491	1	11	3914	35	761	110.914285714	21.7428571429
1492	1	8	801	9	161	88.2222222222	17.8888888889
1493	1	11	2443	25	503	96.8	20.12
1494	1	10	2560	24	510	105.75	21.25
1495	1	8	1711	9	337	189.333333333	37.4444444444
1496	1	6	695	9	146	76.4444444444	16.2222222222
1497	1	9	2066	19	438	107.842105263	23.0526315789
1498	1	8	2277	15	461	150.933333333	30.7333333333
1499	1	10	2304	23	492	99.347826087	21.3913043478
1500	1	8	2045	21	411	96.4761904762	19.5714285714
1501	1	8	1620	30	363	53.0666666667	12.1
1502	1	10	2733	44	578	61.1590909091	13.1363636364
1503	1	9	2061	26	448	78.3461538462	17.2307692308
1504	1	8	1781	20	365	88.15	18.25
1505	1	9	2284	25	461	90.44	18.44
1506	1	8	1413	17	297	82.2941176471	17.4705882353
1507	1	9	1249	15	270	82.4	18.0
1508	1	8	1077	18	233	58.9444444444	12.9444444444
1509	1	8	2448	11	523	221.727272727	47.5454545455
1510	1	8	1985	21	381	93.619047619	18.1428571429
1511	1	7	1425	13	303	108.769230769	23.3076923077
1512	1	8	1684	24	348	69.25	14.5
1513	1	5	628	6	119	104.0	19.8333333333
1514	1	8	1948	17	382	113.705882353	22.4705882353
1515	1	10	2836	38	587	73.6578947368	15.4473684211
1516	1	8	1802	17	345	105.058823529	20.2941176471
1517	1	8	1760	29	380	59.7586206897	13.1034482759
1518	1	10	2498	37	489	66.5675675676	13.2162162162
1519	1	8	1584	10	366	157.5	36.6
1520	1	9	1853	30	389	60.8	12.9666666667
1521	1	8	1533	20	300	75.75	15.0
1522	1	10	2914	35	584	82.3142857143	16.6857142857
1523	1	8	1285	5	273	256.2	54.6
1524	1	6	776	13	165	58.8461538462	12.6923076923
1525	1	8	1485	17	298	86.4705882353	17.5294117647
1526	1	10	2378	29	494	81.1034482759	17.0344827586
1527	1	10	1970	22	403	88.6363636364	18.3181818182
1528	1	6	676	6	144	111.833333333	24.0
1529	1	8	1962	18	369	108.055555556	20.5
1530	1	8	1821	24	389	74.9583333333	16.2083333333
1531	1	8	1600	26	351	60.6153846154	13.5
1532	1	6	1367	19	280	71.0526315789	14.7368421053
1533	1	6	958	6	199	159.0	33.1666666667
1534	1	9	2223	30	491	73.1666666667	16.3666666667
1535	1	6	1282	7	274	182.428571429	39.1428571429
1536	1	4	691	5	148	137.6	29.6
1537	1	8	1634	14	356	115.857142857	25.4285714286
1538	1	9	1871	34	402	54.0882352941	11.8235294118
1539	1	9	1777	17	369	103.647058824	21.7058823529
1540	1	8	1676	20	367	82.9	18.35
1541	1	8	1602	26	338	60.6923076923	13.0
1542	1	10	2672	27	543	98.037037037	20.1111111111
1543	1	8	1345	21	293	63.1428571429	13.9523809524
1544	1	10	2546	24	520	105.166666667	21.6666666667
1545	1	8	1350	13	271	103.0	20.8461538462
1546	1	10	2333	32	479	71.96875	14.96875
1547	1	7	1171	20	242	57.65	12.1
1548	1	8	1446	14	302	102.428571429	21.5714285714
1549	1	6	820	10	159	81.2	15.9
1550	1	8	1931	25	400	76.32	16.0
1551	1	9	3311	41	691	79.8536585366	16.8536585366
1552	1	6	1445	12	294	119.5	24.5
1553	1	7	2175	21	449	102.714285714	21.380952381
1554	1	8	2052	21	418	96.8095238095	19.9047619048
1555	1	2	287	2	52	143.0	26.0
1556	1	8	1766	23	369	75.8260869565	16.0434782609
1557	1	8	2145	23	480	92.3913043478	20.8695652174
1558	1	8	2100	28	432	74.0714285714	15.4285714286
1559	1	7	969	13	204	73.6923076923	15.6923076923
1560	1	9	2506	34	524	72.7941176471	15.4117647059
1561	1	9	2206	29	463	75.1379310345	15.9655172414
1562	1	4	575	7	107	81.4285714286	15.2857142857
1563	1	6	871	12	192	71.75	16.0
1564	1	8	1574	25	324	62.04	12.96
1565	1	8	2100	31	467	66.8064516129	15.064516129
1566	1	8	1721	18	347	94.7222222222	19.2777777778
1567	1	11	2390	24	442	98.7083333333	18.4166666667
1568	1	7	1237	12	252	102.25	21.0
1569	1	5	785	7	155	111.285714286	22.1428571429
1570	1	11	2791	22	599	125.909090909	27.2272727273
1571	1	7	1587	11	338	143.454545455	30.7272727273
1572	1	8	2082	25	418	82.36	16.72
1573	1	10	2960	31	598	94.5161290323	19.2903225806
1574	1	8	2944	38	603	76.5263157895	15.8684210526
1575	1	9	2320	28	490	81.9285714286	17.5
1576	1	8	1515	32	325	46.40625	10.15625
1577	1	8	1313	16	273	81.1875	17.0625
1578	1	9	1527	7	313	217.285714286	44.7142857143
1579	1	8	1338	13	281	102.0	21.6153846154
1580	1	8	1388	16	302	85.875	18.875
1581	1	11	3273	28	694	116.0	24.7857142857
1582	1	10	2452	35	526	69.1428571429	15.0285714286
1583	1	8	1600	14	344	113.428571429	24.5714285714
1584	1	9	1607	21	338	75.619047619	16.0952380952
1585	1	9	3047	40	608	75.225	15.2
1586	1	7	1425	13	278	108.692307692	21.3846153846
1587	1	10	2542	27	507	93.2222222222	18.7777777778
1588	1	10	3162	31	613	101.161290323	19.7741935484
1589	1	10	2295	28	495	81.0714285714	17.6785714286
1590	1	11	2736	35	536	77.2285714286	15.3142857143
1591	1	9	2943	27	621	108.259259259	23.0
1592	1	2	174	5	39	34.0	7.8
1593	1	10	2313	27	479	84.7407407407	17.7407407407
1594	1	8	1793	21	375	84.4761904762	17.8571428571
1595	1	8	2042	24	454	84.1666666667	18.9166666667
1596	1	9	2108	32	427	64.9375	13.34375
1597	1	11	3512	35	671	99.4	19.1714285714
1598	1	10	3012	36	647	82.7222222222	17.9722222222
1599	1	9	1816	24	407	74.75	16.9583333333
1600	1	8	1788	20	390	88.65	19.5
1601	1	8	1762	14	352	125.0	25.1428571429
1602	1	10	2623	29	543	89.5172413793	18.724137931
1603	1	8	1782	22	377	80.0909090909	17.1363636364
1604	1	8	1472	19	297	76.5789473684	15.6315789474
1605	1	8	1272	11	280	114.818181818	25.4545454545
1606	1	9	2110	18	437	116.388888889	24.2777777778
1607	1	9	2311	34	502	67.0294117647	14.7647058824
1608	1	8	1671	16	374	103.5625	23.375
1609	1	9	2254	19	466	117.736842105	24.5263157895
1610	1	11	3981	42	822	93.8571428571	19.5714285714
1611	1	8	2066	23	442	88.9130434783	19.2173913043
1612	1	8	1434	25	319	56.56	12.76
1613	1	9	1908	17	391	111.352941176	23.0
1614	1	9	2024	28	420	71.3571428571	15.0
1615	1	9	2098	16	434	130.25	27.125
1616	1	9	2706	29	498	92.4137931034	17.1724137931
1617	1	8	1914	21	387	90.1904761905	18.4285714286
1618	1	8	1081	14	237	76.3571428571	16.9285714286
1619	1	9	2279	18	456	125.666666667	25.3333333333
1620	1	7	1538	14	326	108.928571429	23.2857142857
1621	1	10	2342	20	474	116.3	23.7
1622	1	10	3993	36	787	109.944444444	21.8611111111
1623	1	9	2369	25	508	93.84	20.32
1624	1	8	1997	28	444	70.4285714286	15.8571428571
1625	1	8	1693	18	357	93.1666666667	19.8333333333
1626	1	8	2529	34	485	73.4411764706	14.2647058824
1627	1	8	1549	19	321	80.5789473684	16.8947368421
1628	1	10	2618	36	542	71.7777777778	15.0555555556
1629	1	10	2574	32	558	79.5	17.4375
1630	1	10	2830	27	573	103.888888889	21.2222222222
1631	1	8	1736	22	373	78.0	16.9545454545
1632	1	8	2278	34	507	66.0294117647	14.9117647059
1633	1	8	1285	15	265	84.8	17.6666666667
1634	1	8	1804	17	381	105.235294118	22.4117647059
1635	1	10	1610	18	319	88.5555555556	17.7222222222
1636	1	10	2809	15	537	186.333333333	35.8
1637	1	8	1654	20	346	81.8	17.3
1638	1	8	1610	18	351	88.6111111111	19.5
1639	1	10	2233	24	484	92.125	20.1666666667
1640	1	8	1576	21	357	74.0952380952	17.0
1641	1	8	1494	21	314	70.2380952381	14.9523809524
1642	1	8	1720	18	346	94.6666666667	19.2222222222
1643	1	11	2624	40	546	64.65	13.65
1644	1	8	1871	22	384	84.1363636364	17.4545454545
1645	1	11	3260	36	641	89.6666666667	17.8055555556
1646	1	8	1547	28	344	54.2857142857	12.2857142857
1647	1	6	1035	18	211	56.6111111111	11.7222222222
1648	1	11	2509	31	497	80.0	16.0322580645
1649	1	9	1933	22	388	86.9545454545	17.6363636364
1650	1	8	1913	19	404	99.7368421053	21.2631578947
1651	1	9	2261	38	454	58.5526315789	11.9473684211
1652	1	8	1329	17	250	77.2941176471	14.7058823529
1653	1	8	1422	19	309	73.9473684211	16.2631578947
1654	1	9	2719	31	537	86.7741935484	17.3225806452
1655	1	8	1380	20	267	68.1	13.35
1656	1	8	1367	18	288	75.0	16.0
1657	1	8	1671	13	328	127.692307692	25.2307692308
1658	1	9	2093	24	453	86.2916666667	18.875
1659	1	9	2353	21	488	111.142857143	23.2380952381
1660	1	8	1917	30	417	62.9666666667	13.9
1661	1	10	2418	31	505	77.064516129	16.2903225806
1662	1	8	2023	16	421	125.5625	26.3125
1663	1	9	1903	24	400	78.375	16.6666666667
1664	1	8	1993	33	449	59.4242424242	13.6060606061
1665	1	9	2617	38	509	67.9210526316	13.3947368421
1666	1	9	2512	33	543	75.1818181818	16.4545454545
1667	1	10	2056	20	420	101.95	21.0
1668	1	9	2390	34	528	69.3529411765	15.5294117647
1669	1	10	3398	41	679	81.9268292683	16.5609756098
1670	1	9	2034	30	439	66.8666666667	14.6333333333
1671	1	11	3380	38	703	88.0789473684	18.5
1672	1	6	1137	14	232	80.3571428571	16.5714285714
1673	1	5	523	8	108	64.5	13.5
1674	1	8	2281	33	504	68.2424242424	15.2727272727
1675	1	11	2960	32	669	91.625	20.90625
1676	1	8	1463	17	327	85.1176470588	19.2352941176
1677	1	10	2586	52	582	48.7884615385	11.1923076923
1678	1	8	2014	15	415	133.4	27.6666666667
1679	1	8	1848	37	383	49.0	10.3513513514
1680	1	8	1973	5	436	393.8	87.2
1681	1	6	831	14	183	58.4285714286	13.0714285714
1682	1	8	1932	27	396	70.6666666667	14.6666666667
1683	1	7	1384	19	275	72.0	14.4736842105
1684	1	8	1786	21	366	84.1428571429	17.4285714286
1685	1	8	2139	23	422	92.0434782609	18.347826087
1686	1	5	622	6	133	102.833333333	22.1666666667
1687	1	10	3731	41	766	90.0731707317	18.6829268293
1688	1	8	2275	24	488	93.875	20.3333333333
1689	1	7	1106	23	230	47.1739130435	10.0
1690	1	9	2085	20	406	103.35	20.3
1691	1	11	2881	22	585	130.0	26.5909090909
1692	1	9	2216	28	438	78.2142857143	15.6428571429
1693	1	10	2594	22	545	117.0	24.7727272727
1694	1	10	2621	34	564	76.1176470588	16.5882352941
1695	1	9	2404	32	521	74.1875	16.28125
1696	1	9	2073	17	398	121.0	23.4117647059
1697	1	8	1872	28	408	65.9285714286	14.5714285714
1698	1	8	2483	23	502	107.043478261	21.8260869565
1699	1	8	1754	22	364	78.7727272727	16.5454545455
1700	1	9	2302	31	494	73.3225806452	15.935483871
1701	1	8	1655	18	335	91.0555555556	18.6111111111
1702	1	8	1139	16	250	70.25	15.625
1703	1	11	2974	27	597	109.222222222	22.1111111111
1704	1	8	1833	24	399	75.4583333333	16.625
1705	1	12	2551	31	514	81.3548387097	16.5806451613
1706	1	6	1174	15	230	77.4	15.3333333333
1707	1	7	1208	17	277	70.1764705882	16.2941176471
1708	1	7	1065	6	227	176.666666667	37.8333333333
1709	1	8	1967	39	425	49.4615384615	10.8974358974
1710	1	9	2502	24	502	103.333333333	20.9166666667
1711	1	6	1115	13	244	84.8461538462	18.7692307692
1712	1	9	2457	26	493	93.5769230769	18.9615384615
1713	1	8	1986	28	408	70.0	14.5714285714
1714	1	6	1350	14	300	95.5714285714	21.4285714286
1715	1	10	3046	32	632	94.3125	19.75
1716	1	7	1488	8	311	185.25	38.875
1717	1	8	2388	31	537	76.1612903226	17.3225806452
1718	1	9	1789	20	375	88.55	18.75
1719	1	8	2294	23	452	98.8260869565	19.652173913
1720	1	11	2502	23	510	107.869565217	22.1739130435
1721	1	9	2332	18	486	128.666666667	27.0
1722	1	9	2088	37	451	55.4864864865	12.1891891892
1723	1	9	2456	30	517	80.9333333333	17.2333333333
1724	1	10	2512	28	519	88.75	18.5357142857
1725	1	9	2549	27	498	93.4814814815	18.4444444444
1726	1	9	2406	22	504	108.590909091	22.9090909091
1727	1	10	2316	24	475	95.5833333333	19.7916666667
1728	1	9	2728	24	528	112.75	22.0
1729	1	8	1891	20	381	93.65	19.05
1730	1	10	2280	27	442	83.5555555556	16.3703703704
1731	1	9	1713	29	386	58.2068965517	13.3103448276
1732	1	8	1789	21	372	84.2857142857	17.7142857143
1733	1	8	1331	17	264	77.4117647059	15.5294117647
1734	1	9	2493	23	528	107.47826087	22.9565217391
1735	1	7	1375	18	290	75.5	16.1111111111
1736	1	11	4172	44	859	93.8636363636	19.5227272727
1737	1	8	1398	29	295	47.275862069	10.1724137931
1738	1	7	1839	12	370	152.416666667	30.8333333333
1739	1	10	2886	30	564	95.2666666667	18.8
