DocIndex	BiDocProb	TriDocProb	DocScore	DocType
636	-9.14854313844	-10.6525134729	35	8
637	-8.46120727952	-10.2503906386	32	8
638	-9.51891975705	-10.6347701192	40	8
639	-10.1955018854	-10.8611490045	37	8
640	-9.01112460917	-10.4292560637	38	8
641	-10.4282077231	-11.0061780111	40	8
642	-9.38640902307	-10.5398628117	30	8
643	-9.41998560743	-10.5599035846	40	8
644	-8.806138585	-10.1517712676	38	8
645	-8.95152273298	-10.1240888977	46	8
646	-8.96532183259	-10.2576989719	50	8
647	-8.32421787315	-9.92944211227	50	8
648	-9.96534418582	-10.7680280008	35	8
649	-9.49148866918	-10.5980852035	35	8
650	-9.64525531482	-10.6278848001	35	8
651	-9.78763645244	-10.7379296079	33	8
652	-9.12473547609	-10.4175785884	45	8
653	-9.62111736946	-10.7295915339	45	8
654	-8.95938874786	-10.4707401054	40	8
655	-9.77791547946	-10.6482526911	40	8
656	-9.01158771762	-10.3758753042	31	8
657	-8.9091646195	-10.3554309411	36	8
658	-8.77159493566	-10.2442605436	35	8
659	-8.85548742693	-10.1773665299	42	8
660	-8.6767231035	-10.2109167596	35	8
661	-9.43371479675	-10.4245793857	30	8
662	-10.0421183981	-10.8963920307	40	8
663	-9.77409947158	-10.6927777556	33	8
664	-9.91486956712	-10.8196212268	25	8
665	-9.0918072879	-10.1227324415	31	8
666	-7.97520812296	-9.82908840908	25	8
667	-8.47667360972	-10.1081068321	44	8
668	-9.23409860895	-10.4725791725	42	8
669	-8.79953177024	-10.2663809643	38	8
670	-8.86882928769	-10.2708784744	31	8
671	-9.54699859713	-10.5105531525	44	8
672	-9.47804063177	-10.5385168372	40	8
673	-9.02932656978	-10.26693031	46	8
674	-9.67488153669	-10.736801025	41	8
675	-8.93140931417	-10.4228281257	37	8
676	-8.80592406973	-10.22726189	45	8
677	-8.95590804361	-10.3203535601	40	8
678	-9.51651440783	-10.5916387332	34	8
679	-8.84036267678	-10.7135157476	31	8
680	-10.6622732454	-10.9524717207	40	8
681	-9.81906457346	-10.7996083715	35	8
682	-10.3480627422	-11.0888955501	40	8
683	-8.58764409786	-10.2117745057	30	8
684	-9.26115252287	-10.6329683975	40	8
685	-10.0243046622	-10.828263469	32	8
686	-9.94999844783	-10.7835807083	27	8
687	-9.64817856854	-10.9017321635	36	8
688	-10.0264499203	-10.7621651111	34	8
689	-9.37389054348	-10.4582056536	30	8
690	-9.5106804649	-10.7267077882	39	8
691	-11.1723055074	-11.2666383002	30	8
692	-9.17132593463	-10.4297869462	30	8
693	-9.74557326226	-10.6609156098	40	8
694	-8.59933019996	-10.2267995938	32	8
695	-8.57783800645	-10.387868868	36	8
696	-9.60715956663	-10.6029854061	31	8
697	-8.961765808	-10.2367792779	30	8
698	-9.07458022644	-10.4635922782	47	8
699	-9.21144742883	-10.3651518564	40	8
700	-9.17828582254	-10.3849995792	35	8
701	-8.8510729898	-10.3686545733	33	8
702	-9.17240862126	-10.385799481	36	8
703	-8.88860921486	-10.2008058464	36	8
704	-9.17251254985	-10.4162289515	48	8
705	-8.83222261927	-10.1851607821	40	8
706	-9.08221801596	-10.5310800421	40	8
707	-9.2726982676	-10.4622846868	40	8
708	-9.17742647061	-10.3258907791	42	8
709	-10.037909704	-10.8756199758	40	8
710	-9.02934769397	-10.4145223907	32	8
711	-9.60612108957	-10.6996645094	36	8
712	-11.7722781387	-12.0	40	8
713	-8.97975942557	-10.3573376305	10	8
714	-9.59246048706	-10.6793480174	33	8
715	-9.5199709284	-10.6601195156	44	8
716	-9.81458812295	-10.56924911	35	8
717	-10.024613881	-10.8068629395	30	8
718	-10.2231841434	-11.0020192986	35	8
719	-9.2570494318	-10.4205304735	32	8
720	-9.55903015896	-10.6950643257	40	8
721	-9.33653638138	-10.4832284619	40	8
